monthly_allowance,distance_from_campus,accommodation_type,transport_type,meal_habits,outings_per_month,gaming_hours,club_events,mobile_data_usage,year_of_study,printing_frequency,predicted_spending
3717,25.3,rented,bicycle,home,1,29,0,6.0,4,24,6268
5547,16.4,home,own_vehicle,mess,6,25,1,4.5,1,24,8103
5284,12.2,pg,walk,mixed,3,37,4,4.4,1,21,7824
21567,24.5,pg,own_vehicle,mess,8,9,3,14.3,2,24,14543
10647,14.0,home,walk,mixed,4,39,2,4.3,3,5,8817
3989,6.3,pg,walk,home,5,19,5,19.8,1,3,7553
12249,10.9,home,own_vehicle,mess,6,38,1,2.2,3,26,10621
20649,13.3,hostel,public,cafe,9,33,1,19.2,3,7,15289
21396,27.4,rented,bicycle,mess,11,9,6,17.6,1,14,15823
20654,3.5,home,walk,mixed,10,24,5,6.2,2,21,13734
6732,10.4,hostel,walk,mixed,10,16,6,12.0,2,28,10446
24431,15.4,rented,walk,home,7,2,0,10.0,2,13,12775
23670,9.1,home,walk,home,0,32,5,11.2,1,14,10507
8221,12.2,pg,own_vehicle,home,10,18,6,6.7,3,24,11644
3989,19.9,hostel,own_vehicle,home,8,32,5,12.0,3,30,10351
21512,5.7,home,public,mess,1,26,4,1.0,1,23,9753
22655,26.6,home,walk,home,12,30,3,8.4,1,17,15104
4084,16.0,hostel,bicycle,mess,7,3,5,15.4,2,29,7646
16804,6.0,rented,public,cafe,3,20,6,12.3,2,20,12164
11292,10.2,home,walk,mess,2,0,5,15.2,2,9,6668
8318,19.8,rented,bicycle,mixed,9,1,4,2.7,2,30,10083
10301,13.9,pg,walk,home,8,17,4,9.6,1,7,9852
22989,11.4,home,walk,home,12,18,1,8.1,2,27,14113
13103,1.5,rented,bicycle,mixed,4,32,6,2.5,4,25,11012
15032,23.4,rented,walk,home,6,17,6,17.7,2,3,11968
14543,26.3,home,own_vehicle,home,8,23,2,18.8,4,13,12600
7989,30.0,pg,bicycle,mixed,0,24,3,16.3,4,9,7863
22179,2.4,rented,public,mixed,10,11,1,15.2,3,5,15042
22819,15.8,pg,bicycle,mixed,9,39,1,1.2,4,12,15038
5381,29.0,home,bicycle,home,5,24,4,19.7,2,18,8130
22765,23.8,pg,bicycle,cafe,12,35,5,10.1,4,17,17864
19867,14.0,home,own_vehicle,home,5,27,0,6.7,2,8,11437
20209,5.3,rented,bicycle,mess,5,12,4,11.0,2,24,12131
22644,2.7,pg,own_vehicle,mess,0,0,0,6.5,1,20,9422
24568,21.0,home,bicycle,mess,12,19,5,13.4,2,27,16031
4106,26.1,hostel,bicycle,cafe,1,1,1,10.8,4,10,5103
7990,27.1,home,bicycle,mess,9,39,4,9.3,3,26,11023
24999,11.6,pg,bicycle,cafe,0,21,4,19.4,2,1,12531
19993,5.6,rented,bicycle,mess,9,31,3,9.1,1,19,14383
11553,16.8,home,bicycle,mess,10,23,3,11.1,1,2,10848
18527,19.8,pg,walk,mixed,9,26,3,2.9,4,18,13606
13918,29.3,pg,public,mess,4,15,6,18.8,4,8,11161
6949,21.4,rented,bicycle,mess,10,12,3,13.5,3,27,11029
16261,3.1,hostel,own_vehicle,mixed,7,12,5,4.2,4,11,11829
5035,6.9,hostel,bicycle,mess,2,21,6,12.8,1,18,6343
9497,15.6,pg,bicycle,mixed,0,12,2,14.9,3,27,7200
13174,8.4,home,public,mess,12,17,3,9.2,4,23,12290
20515,12.6,pg,bicycle,cafe,1,0,5,16.9,4,10,10821
5497,23.4,hostel,own_vehicle,mess,11,35,6,15.8,3,2,12557
18837,20.9,pg,public,mess,4,22,3,4.7,3,1,11186
22825,24.5,rented,walk,cafe,5,34,5,2.5,1,10,14510
17807,8.0,home,public,home,9,7,3,1.9,4,26,11088
18492,0.3,rented,walk,home,12,0,5,6.9,3,3,13230
20680,8.4,hostel,bicycle,home,2,5,6,11.3,2,18,9645
15537,11.9,pg,walk,home,8,23,6,11.3,4,21,12438
12132,18.9,hostel,own_vehicle,mess,2,25,2,4.0,3,2,8624
15521,8.6,home,bicycle,home,11,15,2,14.7,2,6,11782
4818,28.0,home,public,cafe,0,32,4,18.1,4,15,7596
4394,15.3,home,walk,home,0,7,4,14.3,1,17,3978
23617,26.6,rented,bicycle,mess,1,12,5,17.3,2,25,12454
15772,11.5,hostel,public,cafe,8,21,4,1.9,2,25,12173
16085,7.4,hostel,walk,mixed,0,18,3,16.2,2,4,8486
3592,9.5,home,walk,mixed,7,17,2,14.5,3,15,7606
4858,25.9,pg,bicycle,mess,7,4,2,8.4,1,26,7613
23237,17.3,pg,public,mixed,12,31,6,8.4,4,4,17371
16351,5.6,rented,own_vehicle,mess,5,14,0,3.6,4,2,11000
20518,9.2,pg,public,mixed,8,28,0,5.1,4,16,13666
16149,1.6,hostel,own_vehicle,home,0,25,3,5.5,1,11,8478
4442,4.1,hostel,own_vehicle,cafe,0,39,4,12.2,1,27,7813
10089,17.7,hostel,bicycle,mess,12,15,5,1.5,3,4,10969
3763,18.3,rented,bicycle,home,12,29,6,8.0,4,22,11699
22577,11.1,hostel,bicycle,mixed,0,3,4,14.6,4,1,9806
7359,25.9,home,public,mixed,4,20,2,16.4,2,1,8138
13453,8.7,rented,public,cafe,3,32,0,3.4,1,20,10409
21384,3.8,home,public,cafe,8,13,2,17.8,3,24,13735
13819,12.1,home,bicycle,home,9,23,1,3.3,4,1,10187
13318,21.0,home,walk,home,12,26,0,16.4,2,9,12264
20752,12.8,home,walk,cafe,7,40,1,15.4,4,0,13979
7295,6.1,hostel,public,cafe,0,4,2,19.1,1,2,5910
17457,7.1,hostel,own_vehicle,mixed,12,6,2,9.0,3,16,13898
17419,17.2,rented,bicycle,home,4,19,0,5.0,3,9,10299
17494,17.1,hostel,own_vehicle,cafe,11,23,1,2.8,3,22,14554
18320,17.6,rented,own_vehicle,mess,9,5,6,13.2,4,13,14625
12841,25.5,home,bicycle,mixed,5,24,0,11.5,2,28,9744
13560,21.5,home,public,mixed,6,35,0,8.1,4,1,10778
9086,29.1,home,own_vehicle,mess,8,16,1,17.3,1,18,10517
9082,5.1,rented,own_vehicle,mixed,3,13,1,17.2,2,22,9564
22782,21.0,pg,bicycle,home,9,25,2,5.9,2,27,14231
21372,27.7,rented,bicycle,home,6,29,3,12.7,2,8,13868
8417,13.3,pg,bicycle,home,11,34,6,7.4,2,1,11725
7478,7.3,pg,walk,mess,4,0,0,9.0,2,7,6010
8740,15.6,rented,bicycle,home,4,31,5,2.3,2,28,9148
22926,0.5,home,public,cafe,1,21,6,6.1,3,4,11118
15746,1.9,home,public,mixed,9,38,4,2.3,2,3,12393
3965,0.3,home,public,home,3,9,1,15.7,4,20,5219
7933,27.4,home,own_vehicle,mixed,7,13,1,18.8,4,28,10443
19588,21.1,hostel,own_vehicle,mixed,4,30,0,18.6,4,0,13034
9793,16.8,hostel,bicycle,mixed,12,2,2,12.7,2,19,10963
19496,23.9,pg,public,mess,11,2,5,10.0,3,23,14181
4757,4.1,home,public,mess,10,27,3,15.8,3,16,9824
8472,13.0,home,bicycle,cafe,9,0,6,18.6,2,0,9993
4311,7.5,home,bicycle,cafe,10,25,6,6.0,4,23,10101
5325,8.6,home,public,cafe,9,31,5,12.1,1,16,10510
10129,29.4,home,public,mess,4,38,5,10.6,1,18,9740
23323,26.7,rented,walk,cafe,9,13,1,16.6,4,9,15880
10093,4.0,pg,public,mixed,1,8,0,4.0,1,21,6308
6418,10.0,rented,public,home,4,1,0,14.3,2,21,7026
17759,13.2,pg,bicycle,home,9,33,5,18.4,4,9,14327
8656,24.8,pg,public,mixed,11,29,5,10.6,4,2,12909
19822,23.3,pg,bicycle,home,7,33,5,11.4,4,1,13715
13807,19.8,rented,walk,mixed,8,3,3,14.3,2,22,11793
11369,17.4,rented,own_vehicle,cafe,7,36,4,11.2,3,12,13802
3802,22.6,rented,own_vehicle,mixed,9,17,4,15.7,4,6,11516
20746,7.4,hostel,own_vehicle,home,3,25,6,3.3,1,18,11507
7610,12.6,home,own_vehicle,home,0,6,3,7.1,3,23,5437
17733,20.6,home,public,cafe,7,33,3,7.1,3,28,13222
19172,10.7,pg,public,mixed,6,17,0,1.1,4,16,11605
17627,10.3,home,bicycle,cafe,10,3,2,2.4,4,11,11732
11367,9.9,pg,bicycle,cafe,4,16,0,15.6,4,29,9779
12702,0.3,pg,bicycle,mixed,8,27,0,10.7,2,26,11278
13429,24.7,hostel,walk,mixed,0,15,3,4.7,3,25,7518
11774,4.8,pg,own_vehicle,mess,2,2,6,14.2,1,17,8702
23036,22.1,pg,walk,cafe,11,4,1,6.1,1,18,14617
17197,19.2,home,own_vehicle,mixed,2,17,2,19.8,3,3,10795
9872,11.0,rented,walk,cafe,5,2,3,4.9,4,24,9147
19126,9.1,hostel,public,mixed,10,40,1,11.9,1,28,14751
14035,17.6,hostel,bicycle,mixed,0,10,5,12.7,3,4,7899
24321,26.2,hostel,bicycle,mess,5,33,4,19.5,2,10,14257
20058,8.6,hostel,own_vehicle,home,4,9,0,5.3,4,21,10483
18067,14.2,home,own_vehicle,cafe,9,23,0,13.5,1,16,13866
16938,22.2,pg,bicycle,mess,8,33,6,14.8,3,25,14092
24016,15.7,home,public,mess,9,26,1,5.6,2,5,13801
17069,1.1,rented,own_vehicle,cafe,2,29,3,16.9,3,29,13006
19919,6.5,home,bicycle,mess,6,25,1,17.0,2,21,11833
24044,27.5,hostel,public,mess,12,33,6,15.5,4,17,17690
19405,4.7,pg,own_vehicle,cafe,5,36,2,8.9,1,29,13970
16775,27.8,pg,bicycle,mixed,11,9,1,13.4,1,14,13383
23469,15.2,hostel,bicycle,home,3,30,5,16.7,1,1,12303
17038,9.6,rented,own_vehicle,mess,10,35,2,16.4,4,18,15878
13582,21.2,hostel,own_vehicle,mixed,7,20,2,4.8,1,26,11448
20846,16.3,hostel,own_vehicle,home,7,32,0,7.7,1,10,13159
19191,18.2,rented,public,mixed,2,25,6,11.4,3,17,12548
19768,13.4,pg,walk,home,0,30,3,2.5,2,18,9446
16079,20.5,pg,walk,mess,10,21,5,2.7,1,4,12530
21581,19.5,home,walk,home,12,1,5,16.7,1,29,14040
16165,11.8,hostel,walk,mess,7,37,1,5.2,2,18,11350
21180,4.5,pg,bicycle,cafe,11,32,5,18.7,4,21,17043
12954,18.3,home,walk,home,11,20,0,9.0,3,14,11000
19745,18.5,pg,bicycle,cafe,5,28,0,16.2,4,7,13171
6327,23.0,pg,walk,cafe,5,21,5,1.8,3,14,8773
4072,10.9,hostel,own_vehicle,home,8,17,5,16.6,3,1,9316
13196,11.2,pg,walk,mess,4,4,2,17.9,1,20,8868
6355,22.6,pg,public,mess,3,25,4,19.8,1,10,8568
23571,22.6,hostel,walk,mixed,7,39,3,11.2,2,7,14708
23932,29.2,rented,public,mixed,8,18,2,8.8,4,18,15618
12615,0.9,pg,own_vehicle,mixed,4,1,0,9.2,2,19,8951
13462,14.5,home,bicycle,mess,5,37,3,8.0,2,19,10085
24933,4.6,home,bicycle,mess,8,25,4,15.7,2,22,14379
4236,4.3,hostel,public,cafe,11,19,5,4.1,2,7,10008
8736,9.1,home,public,mess,8,22,5,15.0,2,18,10092
17183,24.0,hostel,own_vehicle,home,4,18,6,8.3,4,22,11568
11342,11.8,hostel,public,cafe,8,18,5,2.6,4,8,10938
22980,3.6,hostel,own_vehicle,mess,5,0,1,18.1,1,16,12016
