monthly_allowance,distance_from_campus,accommodation_type,transport_type,meal_habits,outings_per_month,gaming_hours,club_events,mobile_data_usage,year_of_study,printing_frequency,predicted_spending
24756,17.5,home,public,mixed,11,35,2,7.7,4,8,14282
13047,7.7,hostel,bicycle,cafe,1,34,6,14.1,2,6,8362
18866,8.4,rented,walk,home,4,14,2,4.4,1,22,10013
20502,4.0,hostel,walk,cafe,11,8,5,17.5,4,3,12729
3401,17.3,home,own_vehicle,mixed,5,11,0,5.8,4,3,5473
5141,12.1,hostel,walk,home,2,36,2,2.6,2,3,4602
21286,23.0,pg,own_vehicle,mixed,7,19,6,12.2,4,9,13606
21632,18.7,hostel,bicycle,home,4,5,1,5.6,1,5,9669
3087,12.4,home,public,mess,3,18,5,6.4,4,2,4577
10648,27.7,pg,own_vehicle,mess,8,14,5,3.8,3,26,9857
7660,2.3,pg,public,cafe,7,7,3,14.1,4,30,8356
11920,15.1,home,own_vehicle,mess,9,2,3,15.0,3,0,9197
5992,7.0,hostel,public,mess,12,11,3,10.9,4,29,8200
12114,5.6,home,own_vehicle,mess,7,22,3,7.3,1,27,8963
8269,10.0,home,public,mixed,12,35,0,9.6,3,8,8931
13593,3.7,home,walk,mixed,6,3,1,10.9,4,20,8163
17484,22.8,pg,public,home,4,28,5,10.2,1,20,10513
22951,24.0,pg,public,mess,8,26,0,5.3,1,14,12733
6849,19.5,pg,own_vehicle,cafe,8,17,3,16.9,4,7,9321
17967,16.6,home,bicycle,home,1,17,6,16.0,4,10,9026
19637,8.2,hostel,public,cafe,9,37,5,10.3,2,14,12771
20648,14.6,rented,own_vehicle,mixed,5,12,5,5.5,4,7,12640
16460,1.5,home,own_vehicle,mixed,10,9,3,19.3,2,16,11396
22339,10.1,hostel,own_vehicle,mess,8,29,0,14.7,4,27,13408
24455,29.1,hostel,own_vehicle,cafe,5,39,5,8.6,1,27,14286
13766,25.6,home,public,mixed,8,2,4,2.3,3,7,9027
5961,13.1,hostel,walk,mixed,2,19,0,1.9,1,9,4601
14746,11.4,pg,bicycle,mixed,9,11,1,4.3,4,19,10144
10891,15.0,pg,bicycle,mixed,10,16,3,5.9,1,28,9408
18245,27.1,pg,walk,mixed,5,37,2,13.1,4,22,11670
11195,13.8,rented,bicycle,mixed,7,6,1,8.2,3,18,8930
12695,29.8,rented,walk,mixed,4,0,4,17.4,1,29,9266
22870,22.4,rented,bicycle,cafe,3,40,1,12.8,2,20,13124
6183,27.1,hostel,public,mixed,0,37,2,14.9,1,29,6224
12670,9.9,home,bicycle,home,2,34,2,11.1,3,26,7515
8391,7.9,home,public,cafe,12,7,3,19.3,2,24,9205
10392,25.8,home,public,mess,12,25,0,6.0,1,14,9088
15077,20.3,rented,own_vehicle,cafe,1,14,3,1.5,3,29,10116
22991,6.8,hostel,own_vehicle,cafe,10,26,0,3.7,1,9,13469
19142,3.7,pg,bicycle,mixed,7,23,5,19.0,4,18,12171
8063,26.6,hostel,own_vehicle,mixed,4,2,5,8.0,4,14,7542
10736,25.7,hostel,public,cafe,0,25,2,4.6,1,30,7181
17900,2.9,pg,walk,mess,12,21,1,19.8,2,2,11953
21160,6.4,pg,bicycle,cafe,12,9,6,18.1,1,8,13631
7741,29.6,rented,bicycle,mess,10,1,1,1.3,2,18,8110
13609,0.7,rented,walk,home,11,26,4,3.2,1,15,10370
17689,23.4,hostel,own_vehicle,home,9,2,5,15.9,3,14,11666
24080,28.9,hostel,own_vehicle,mixed,6,6,3,14.5,4,2,13276
5647,9.8,pg,walk,home,4,39,5,12.1,3,12,6667
22575,16.0,home,own_vehicle,mess,12,7,6,13.4,2,13,13803
17796,26.7,home,public,mixed,6,26,5,2.8,4,10,10746
24794,7.8,pg,own_vehicle,mess,1,5,0,9.2,3,25,11741
7263,16.8,rented,walk,mixed,5,27,6,18.4,1,30,8535
12425,18.1,rented,walk,home,2,30,1,17.1,3,27,8793
21227,11.2,rented,bicycle,mixed,8,39,4,13.8,1,19,13562
24555,24.9,rented,walk,home,4,19,2,7.7,2,27,12589
7694,17.1,home,walk,home,11,40,0,2.7,2,12,7671
16757,13.7,pg,public,cafe,11,20,6,18.9,1,28,12975
4723,4.8,hostel,walk,cafe,7,27,3,12.5,4,8,6876
10063,22.7,hostel,public,mixed,1,18,5,13.9,4,16,7476
24860,9.4,pg,own_vehicle,mess,0,13,2,19.0,2,24,12212
11372,8.8,hostel,walk,mixed,11,27,1,3.5,2,16,9179
21308,25.0,rented,walk,mixed,11,2,3,1.4,1,27,13026
13258,17.4,home,own_vehicle,cafe,1,25,0,19.4,2,25,8921
23254,13.9,rented,walk,mixed,1,15,3,12.2,1,12,11457
13167,22.4,pg,public,home,1,32,5,3.2,2,28,8384
14448,10.7,pg,bicycle,mess,2,16,1,4.3,2,24,7966
24479,2.4,home,own_vehicle,mixed,10,36,5,13.1,3,27,14908
23552,9.6,home,walk,mixed,7,40,2,16.1,1,11,12600
19624,2.4,home,own_vehicle,mess,0,23,6,6.5,1,19,9626
22466,15.3,home,walk,mixed,12,36,5,4.6,4,16,13715
7943,28.7,home,walk,cafe,11,5,4,13.3,1,7,8285
17344,29.7,pg,public,cafe,4,24,3,15.7,1,25,11311
23672,19.5,hostel,public,mess,8,24,2,5.8,2,10,12622
5670,17.6,pg,public,cafe,10,25,1,12.3,1,9,8409
21314,11.4,rented,bicycle,mess,10,27,4,7.9,3,9,13369
8906,28.5,rented,own_vehicle,home,3,8,1,2.5,1,16,7411
20687,25.1,hostel,public,home,9,24,1,4.1,2,23,11873
17341,1.5,rented,bicycle,mixed,9,18,6,15.2,4,7,12207
20498,7.3,home,bicycle,cafe,10,36,3,9.8,3,24,12811
15513,15.2,home,bicycle,home,12,38,1,17.6,1,20,11116
18747,26.2,hostel,walk,cafe,1,10,2,9.5,2,26,9534
17335,2.9,pg,own_vehicle,cafe,0,26,0,8.5,3,7,9832
15653,29.8,rented,bicycle,mess,5,6,6,14.6,3,25,10677
7785,4.3,rented,own_vehicle,home,12,30,3,12.7,1,0,9947
11386,6.6,pg,own_vehicle,mess,12,18,1,6.7,1,7,10161
16756,19.2,home,walk,mess,7,38,4,1.3,2,22,10114
7704,8.9,hostel,public,home,9,26,1,13.6,1,16,7674
14816,2.2,hostel,own_vehicle,mixed,0,40,3,19.6,3,23,9621
3532,10.8,hostel,public,home,11,40,0,15.7,3,4,7340
4452,10.7,rented,bicycle,mixed,11,30,5,4.5,2,2,8279
17997,1.3,pg,walk,home,0,20,2,10.8,4,8,8638
4199,22.6,pg,public,cafe,12,3,6,13.5,3,3,8543
15059,13.2,home,own_vehicle,mixed,5,11,3,14.1,3,29,9988
20015,8.1,hostel,own_vehicle,mess,6,38,6,4.4,3,10,12089
6361,2.6,rented,public,mixed,9,27,1,14.1,3,14,8742
4387,21.9,rented,own_vehicle,cafe,10,3,0,13.8,4,11,8876
19812,24.1,pg,walk,home,9,28,0,3.4,2,24,11716
24140,11.1,home,walk,home,10,28,2,8.1,1,18,12601
7511,16.0,home,public,cafe,3,7,0,15.0,4,16,6402
15680,27.4,hostel,public,cafe,11,28,1,19.9,3,22,12404
19095,6.2,pg,walk,mixed,2,28,0,16.4,3,21,10379
14384,21.3,rented,public,home,11,40,1,16.1,2,3,11929
9585,23.8,pg,own_vehicle,mess,5,35,4,8.0,2,19,9138
5825,2.2,home,own_vehicle,mixed,12,26,6,11.9,2,10,8861
24048,2.4,home,public,home,12,35,5,12.2,2,13,13918
19477,27.3,hostel,walk,home,4,10,1,7.1,2,11,9471
20003,26.9,hostel,public,home,10,35,2,3.4,3,19,12364
20481,3.0,pg,bicycle,home,10,39,5,18.1,3,26,13359
21468,1.4,hostel,walk,mess,10,36,2,13.4,4,19,12792
23938,1.1,rented,public,mixed,3,25,2,9.6,1,5,12273
17404,12.6,home,bicycle,cafe,9,9,2,17.4,3,23,11121
14317,29.3,pg,public,mess,5,15,3,3.3,4,7,9380
7616,3.1,rented,own_vehicle,mixed,3,10,6,7.2,3,6,7719
8221,15.0,home,own_vehicle,cafe,7,1,0,19.0,4,30,8427
10888,6.6,rented,walk,mess,4,31,4,17.8,4,9,8965
20586,0.4,hostel,own_vehicle,home,4,23,6,8.7,1,12,11002
4676,17.2,pg,public,cafe,1,24,4,9.6,3,26,6315
23422,20.5,hostel,bicycle,mess,6,23,6,19.7,3,24,12981
7727,6.1,home,walk,mess,0,8,5,7.3,4,16,4802
17974,4.6,pg,public,cafe,2,25,4,15.0,3,18,10746
14022,15.3,home,public,mixed,0,23,2,13.8,4,18,8008
13081,23.9,hostel,own_vehicle,cafe,10,37,4,5.3,1,18,11447
18743,5.3,home,bicycle,home,0,36,5,3.1,1,14,8442
13279,12.7,home,bicycle,mixed,8,39,3,17.6,1,22,9962
7524,15.7,rented,own_vehicle,mixed,5,11,3,18.3,3,17,8830
14609,20.3,rented,own_vehicle,home,3,17,4,6.7,3,24,10104
12470,21.2,home,public,mixed,5,35,6,14.7,3,3,9311
21791,20.4,home,own_vehicle,cafe,12,9,2,1.8,1,11,13242
17495,19.7,home,bicycle,home,8,17,4,14.2,2,3,10187
23174,22.3,pg,bicycle,mess,10,33,1,13.1,1,3,13488
16543,10.0,home,walk,home,0,35,1,8.7,4,15,7974
24316,6.1,rented,public,cafe,10,3,6,2.7,2,17,14296
4222,27.4,pg,own_vehicle,home,0,25,6,10.4,3,28,6233
4227,0.5,hostel,public,cafe,7,34,4,10.4,2,27,7198
19522,14.1,pg,walk,cafe,2,29,5,5.9,2,0,10546
14046,23.8,pg,bicycle,mixed,6,32,2,2.6,1,5,9438
7607,14.4,pg,walk,cafe,6,15,3,15.3,3,9,7847
22086,21.7,hostel,public,cafe,11,15,0,13.7,4,9,13570
8233,12.3,rented,walk,cafe,5,39,1,5.2,2,15,8301
8019,13.8,rented,own_vehicle,mixed,12,34,6,13.6,2,24,11464
11108,20.5,hostel,own_vehicle,cafe,1,36,0,2.2,2,18,8026
20585,4.7,rented,own_vehicle,mess,10,13,5,12.1,1,28,13771
19723,13.5,hostel,own_vehicle,home,8,26,3,11.7,4,21,12413
13098,21.8,home,public,mess,11,13,4,2.4,4,11,9763
5089,16.3,hostel,walk,mixed,0,18,3,4.4,2,24,4512
24021,29.4,home,public,mixed,7,24,3,2.5,2,20,12728
14395,3.7,home,bicycle,home,0,1,2,9.8,4,17,6441
15428,24.7,pg,own_vehicle,cafe,2,17,1,18.8,1,1,10096
24633,12.7,hostel,bicycle,home,1,6,4,1.6,1,7,9884
4449,12.2,pg,bicycle,mess,2,32,2,5.4,3,18,5398
22592,23.2,rented,bicycle,cafe,2,33,1,8.9,3,1,12274
21242,28.5,pg,own_vehicle,mixed,0,22,5,13.8,3,22,12009
16642,12.4,rented,own_vehicle,home,12,34,3,5.6,2,9,12977
7730,24.2,hostel,own_vehicle,mixed,8,33,1,8.4,3,6,8755
13822,19.5,home,public,mess,8,12,0,6.1,1,27,8854
5384,5.8,pg,own_vehicle,home,5,19,0,5.0,2,30,6529
6844,22.5,home,bicycle,home,6,15,4,7.1,3,12,6191
18278,16.1,rented,public,cafe,5,32,3,9.9,4,24,12422
13493,27.4,rented,public,mixed,0,36,6,5.2,2,0,9127
11545,16.7,home,public,home,3,21,1,8.2,2,15,6962
21043,19.7,rented,public,mixed,11,31,3,4.2,3,5,14008
7586,21.7,home,bicycle,mess,8,2,6,17.1,1,24,7288
3209,12.5,pg,walk,home,0,13,4,9.7,1,19,3859
23897,20.1,home,own_vehicle,mess,0,34,4,8.8,1,16,11504
12002,16.2,rented,walk,mixed,12,11,0,18.4,2,7,10691
9289,18.7,rented,public,cafe,12,25,0,8.1,4,14,10745
21513,7.4,pg,public,mess,10,2,0,8.7,4,17,12337
18597,1.9,hostel,bicycle,mess,7,27,5,15.9,1,28,11066
20306,27.6,pg,bicycle,mixed,4,2,0,14.0,3,28,11001
20794,17.0,hostel,bicycle,cafe,0,13,4,3.7,4,29,10095
5521,9.1,pg,own_vehicle,cafe,6,8,6,19.8,1,16,8110
14333,1.8,home,bicycle,mess,5,38,6,12.7,4,24,9462
13694,1.1,rented,own_vehicle,mixed,3,22,4,18.9,4,5,10382
22197,19.9,hostel,public,home,11,4,0,6.1,4,22,12427
23771,4.8,home,public,cafe,1,5,0,18.9,4,11,10921
11839,3.2,hostel,bicycle,mixed,7,35,4,10.7,1,0,8695
5936,10.7,hostel,public,mixed,0,18,3,8.4,1,23,5046
21334,27.2,pg,bicycle,mixed,2,8,2,6.7,4,4,10608
5073,5.2,rented,own_vehicle,cafe,7,4,2,5.8,2,23,7825
23481,15.0,pg,own_vehicle,mess,2,19,0,19.0,3,26,12528
23322,11.5,rented,own_vehicle,cafe,6,38,1,6.7,2,15,14310
13295,5.5,home,public,cafe,11,40,3,19.4,2,10,11203
15322,8.6,home,public,mess,9,12,4,19.9,2,21,10344
21025,1.0,home,bicycle,mixed,12,18,6,14.2,4,21,13110
19361,4.3,rented,bicycle,cafe,10,9,5,9.0,4,2,12776
17715,29.7,home,own_vehicle,mixed,8,2,6,19.4,1,3,11556
11134,19.8,rented,bicycle,mess,9,25,6,7.3,4,3,10118
3345,3.1,pg,bicycle,mixed,5,25,3,15.7,2,11,6015
3804,14.6,rented,own_vehicle,mess,1,9,2,6.9,4,25,5942
9778,15.7,rented,own_vehicle,mess,7,28,2,2.3,1,25,9442
6771,0.9,rented,walk,home,11,15,4,4.3,2,10,7964
21345,12.9,home,bicycle,mixed,10,11,1,13.2,4,12,12118
3956,22.2,pg,own_vehicle,mixed,6,0,5,5.1,3,24,6971
5050,17.4,pg,public,cafe,3,29,0,6.0,4,16,6577
23942,9.5,home,own_vehicle,mess,5,22,6,9.7,2,26,12750
12746,27.6,hostel,bicycle,cafe,1,15,2,3.2,3,22,7628
7632,15.4,home,bicycle,mixed,6,11,3,13.1,2,17,6751
8467,14.8,pg,bicycle,cafe,7,39,0,17.4,1,15,8819
7473,6.0,home,own_vehicle,mixed,10,31,3,14.5,4,15,9221
8480,2.7,hostel,bicycle,cafe,0,17,1,11.2,2,24,5780
17985,17.1,home,walk,mess,4,34,6,19.8,1,24,10443
17462,16.5,home,walk,home,4,2,3,6.0,1,14,8214
6846,23.3,pg,bicycle,cafe,11,39,5,9.1,2,25,9819
9770,24.4,hostel,public,cafe,9,34,1,7.1,3,9,9387
21767,8.2,hostel,bicycle,mixed,0,17,6,13.5,2,7,10134
7792,21.4,pg,own_vehicle,mixed,2,36,5,6.1,4,12,8136
17810,2.5,hostel,own_vehicle,cafe,11,23,3,19.1,3,18,13157
3081,26.1,hostel,own_vehicle,cafe,1,34,3,5.1,4,26,6211
9941,14.9,rented,public,cafe,8,36,1,11.8,4,25,10548
14263,26.8,hostel,walk,mess,10,29,0,3.4,2,14,9867
17959,0.2,home,bicycle,home,10,19,1,17.6,3,2,10545
24449,10.9,hostel,public,home,0,25,5,6.8,2,13,10822
24478,2.9,hostel,walk,home,7,4,1,12.3,4,0,11529
3264,20.9,hostel,own_vehicle,home,7,4,1,8.3,1,3,5508
13267,11.2,rented,bicycle,mixed,12,8,5,19.9,2,2,11400
20383,17.0,pg,own_vehicle,cafe,11,13,5,15.2,4,19,14542
17496,25.8,hostel,walk,home,12,7,4,14.9,3,30,11765
17070,9.6,pg,bicycle,cafe,10,5,1,11.5,3,24,11489
3878,25.5,rented,bicycle,home,11,25,2,13.3,2,15,8099
15644,3.6,home,walk,mess,5,20,1,8.3,4,11,8558
20903,20.6,home,walk,mess,9,4,0,6.0,1,29,10880
4981,28.5,home,public,mixed,6,25,0,13.2,2,8,6413
5739,9.4,pg,bicycle,cafe,6,37,5,15.5,1,9,7794
17335,22.0,pg,walk,home,1,27,0,9.6,1,9,8718
24826,22.3,pg,walk,mess,11,8,5,1.2,4,30,14065
14360,15.8,rented,bicycle,cafe,2,17,5,17.8,1,10,9678
17068,8.3,hostel,public,mess,7,29,4,7.8,4,27,10899
21575,5.2,pg,public,mess,9,7,1,15.1,1,1,11997
3402,7.5,home,public,mixed,2,11,6,1.7,4,7,4331
13544,7.6,rented,public,mess,9,23,0,10.5,1,5,10196
10313,24.2,hostel,own_vehicle,mess,7,18,6,17.1,3,2,9396
21123,13.8,rented,bicycle,cafe,9,19,5,12.8,4,11,13816
22388,29.2,pg,bicycle,home,0,26,0,5.4,3,20,10435
3314,28.5,hostel,own_vehicle,cafe,1,13,4,19.7,4,15,6285
4962,29.2,pg,public,mess,0,14,6,10.9,3,14,5619
5782,17.5,pg,own_vehicle,mess,9,36,0,9.3,2,7,8422
12557,8.0,rented,own_vehicle,cafe,5,28,2,5.4,2,4,10139
22159,3.4,hostel,bicycle,mixed,7,20,3,3.3,3,30,11826
9803,13.7,home,public,mess,1,10,6,14.0,1,6,6136
13741,4.6,pg,public,mixed,8,3,5,6.7,2,0,9430
16251,25.7,pg,walk,mixed,1,8,0,1.2,2,4,8013
9492,24.7,rented,walk,cafe,1,1,0,4.8,4,25,7082
7220,2.9,rented,walk,mess,7,3,1,18.6,4,26,7737
15943,15.0,home,own_vehicle,home,5,13,1,6.2,4,28,9533
7870,1.2,pg,public,mixed,6,35,3,2.2,3,12,7785
7496,12.7,pg,walk,mixed,12,22,3,11.3,4,11,9227
21535,15.2,home,public,home,0,20,4,5.2,3,1,9367
18456,16.0,pg,bicycle,mess,3,15,2,11.1,1,24,9836
10189,17.4,home,public,home,2,15,4,7.0,3,29,6624
22384,1.0,rented,bicycle,home,12,31,4,6.9,4,1,13933
5957,1.9,pg,walk,mixed,0,21,4,4.8,2,10,4970
8815,27.6,rented,walk,mess,2,37,5,18.4,1,27,8359
20245,25.8,hostel,public,mixed,9,6,2,6.7,2,5,11602
17315,23.8,home,public,home,11,35,5,17.9,3,7,12154
24808,17.8,pg,own_vehicle,cafe,11,18,1,4.4,1,30,15143
21770,11.9,hostel,bicycle,cafe,12,39,1,13.2,1,29,13978
19258,4.4,hostel,bicycle,cafe,5,10,5,17.8,1,26,10898
24955,19.2,rented,own_vehicle,mess,4,13,1,14.2,3,8,13559
6540,21.7,hostel,own_vehicle,mixed,11,26,1,17.8,4,28,9726
15409,10.7,home,walk,mixed,12,36,5,15.4,2,5,11453
17787,2.4,hostel,public,mess,5,16,0,2.4,2,28,9366
15303,5.0,hostel,walk,cafe,9,39,3,14.4,4,30,11509
24418,5.1,home,bicycle,mess,1,21,1,19.5,4,22,11066
21157,21.7,rented,public,cafe,3,6,0,8.5,4,4,11602
4786,11.0,home,walk,cafe,10,40,4,10.1,1,0,7444
9781,5.3,rented,walk,mixed,1,19,6,8.6,4,28,7761
24660,8.1,home,bicycle,cafe,6,23,1,9.5,3,14,12431
18239,8.0,rented,walk,home,12,6,0,13.7,4,24,12240
22324,7.0,hostel,own_vehicle,mixed,8,30,4,17.8,4,9,13833
5587,12.0,hostel,bicycle,mess,12,28,1,19.0,2,6,8005
9315,4.0,home,walk,mixed,3,40,1,16.8,3,10,7053
5195,2.8,home,public,cafe,8,29,6,1.2,4,3,7087
16580,4.7,hostel,walk,mess,12,18,6,11.2,3,28,11567
16464,8.1,home,own_vehicle,mess,2,17,3,3.7,4,1,8775
15969,26.7,rented,bicycle,mess,11,30,2,18.0,1,10,12327
12930,9.5,home,walk,home,2,19,5,9.4,3,8,7042
16656,18.2,hostel,bicycle,mixed,3,26,5,10.2,3,26,9863
4841,15.6,pg,walk,cafe,11,32,3,3.6,1,5,7992
9316,26.3,pg,walk,home,0,29,0,18.4,2,8,6491
15070,24.7,home,walk,mess,3,23,3,12.3,2,30,8703
18551,17.7,rented,public,home,4,5,2,1.5,1,5,9788
21751,23.4,pg,bicycle,home,10,13,2,13.4,1,27,12746
3291,14.3,pg,bicycle,mess,3,16,4,16.3,3,22,5561
24061,8.4,home,public,mixed,4,13,3,6.7,4,18,11643
6352,0.4,rented,public,cafe,10,6,3,2.2,3,20,8405
13654,25.9,rented,public,home,2,33,6,5.6,1,25,9425
22661,12.2,rented,bicycle,mess,10,31,2,5.9,4,12,13825
15722,22.2,pg,public,home,10,34,5,15.9,3,16,12069
12836,25.4,pg,public,mess,7,8,5,5.9,2,30,9542
13998,19.7,pg,public,home,11,19,3,16.0,3,11,11077
11538,17.7,home,walk,mixed,0,40,4,12.0,1,15,7135
9374,15.1,home,public,mixed,0,9,1,19.9,3,13,6116
21658,26.8,home,bicycle,cafe,11,11,6,2.5,3,20,12986
8794,9.5,hostel,walk,mixed,4,13,6,15.7,2,15,7078
5884,4.1,home,own_vehicle,mixed,6,30,3,1.1,2,23,6940
15225,28.5,rented,bicycle,mess,10,0,5,14.9,2,22,11424
14283,9.5,hostel,own_vehicle,cafe,2,4,6,1.9,3,14,8759
20048,18.0,rented,own_vehicle,home,5,31,2,15.3,2,30,12880
16218,0.8,pg,bicycle,home,11,1,4,10.6,1,11,10321
24316,23.8,home,public,mess,9,3,5,3.1,1,1,12233
6794,12.6,home,walk,cafe,7,9,1,14.2,1,9,6510
16791,19.9,rented,bicycle,mixed,1,32,5,12.7,3,3,10318
6482,15.0,pg,public,home,5,26,2,4.0,4,29,6996
9805,20.7,home,public,home,0,0,5,2.7,1,26,5263
21813,20.1,pg,walk,mess,11,6,2,13.2,4,9,12960
11654,14.0,hostel,bicycle,mess,4,23,6,13.9,4,23,8431
6797,3.0,hostel,walk,home,10,10,2,7.8,4,30,7137
23375,8.2,hostel,public,cafe,2,7,3,8.6,4,8,11202
15639,20.8,home,own_vehicle,home,1,8,5,14.8,2,3,8491
16632,27.4,home,own_vehicle,home,9,24,6,7.8,1,27,11473
7281,14.6,home,walk,mixed,7,2,0,6.0,3,0,5891
20197,23.1,pg,public,mess,6,15,3,7.6,4,4,11549
21295,26.8,hostel,walk,home,8,30,6,10.4,2,2,12082
19110,9.8,rented,public,mess,8,14,4,13.2,4,26,12582
10700,2.5,home,own_vehicle,mess,7,28,2,3.3,4,23,8644
24409,0.7,home,own_vehicle,mess,8,35,0,16.7,3,28,13807
19657,17.0,home,public,cafe,0,14,6,9.6,4,22,10089
24534,11.0,home,walk,mess,12,14,0,7.5,3,17,13044
20104,11.3,hostel,walk,home,7,8,6,14.6,4,3,10956
11332,18.4,pg,walk,mixed,3,29,6,15.8,3,3,8635
16581,1.6,hostel,own_vehicle,mixed,10,37,4,3.6,4,0,11892
20378,22.1,home,own_vehicle,home,11,37,1,14.9,2,3,13108
15694,19.8,rented,own_vehicle,mixed,9,15,2,8.6,3,9,12066
17838,24.2,pg,own_vehicle,cafe,11,35,6,7.0,2,6,13812
9871,18.8,rented,public,home,11,11,4,11.3,3,22,10058
6781,22.9,home,own_vehicle,cafe,6,0,4,3.0,4,4,7124
4738,20.2,pg,public,home,4,16,1,16.9,3,6,6017
20733,1.2,home,walk,home,11,35,3,5.5,3,22,12040
24774,1.6,home,own_vehicle,mixed,12,20,4,2.0,3,6,14214
23334,26.1,home,bicycle,cafe,12,37,4,15.0,2,24,14799
9340,9.0,pg,walk,home,2,32,0,8.2,4,8,6583
21238,8.1,pg,public,mess,5,29,5,18.8,1,4,12055
13571,18.0,rented,own_vehicle,cafe,1,20,4,5.2,2,16,9709
5234,23.6,pg,own_vehicle,mixed,1,22,1,17.8,3,10,6718
